StoreID,VariantID,ProductID,SnapshotDate,FloorQty,BackroomQty,OnHandQty,FloorMinQty,ReorderPoint
ST010,V00310,P0013,2026-08-31,5,1,6,3,9
ST010,V00311,P0013,2026-08-31,14,10,24,6,18
ST010,V00312,P0013,2026-08-31,4,1,5,3,9
ST010,V00314,P0014,2026-08-31,5,3,8,2,6
ST010,V00316,P0014,2026-08-31,5,9,14,3,9
ST010,V00317,P0014,2026-08-31,6,5,11,2,6
ST010,V00320,P0014,2026-08-31,13,1,14,4,12
ST010,V00322,P0014,2026-08-31,11,4,15,4,12
ST010,V00324,P0014,2026-08-31,6,2,8,4,12
ST010,V00325,P0014,2026-08-31,7,6,13,3,9
ST010,V00326,P0014,2026-08-31,8,16,24,6,18
ST010,V00328,P0014,2026-08-31,5,3,8,2,6
ST010,V00329,P0014,2026-08-31,1,14,15,4,12
ST010,V00330,P0014,2026-08-31,5,6,11,2,6
ST010,V00331,P0014,2026-08-31,4,4,8,2,6
ST010,V00332,P0014,2026-08-31,4,0,4,3,9
ST010,V00334,P0014,2026-08-31,1,3,4,2,6
ST010,V00336,P0014,2026-08-31,4,0,4,2,6
ST010,V00337,P0015,2026-08-31,3,4,7,2,6
ST010,V00339,P0015,2026-08-31,3,8,11,4,12
ST010,V00340,P0015,2026-08-31,8,8,16,3,9
ST010,V00341,P0015,2026-08-31,5,9,14,3,9
ST010,V00344,P0015,2026-08-31,12,3,15,4,12
ST010,V00348,P0015,2026-08-31,17,22,39,6,18
ST010,V00349,P0015,2026-08-31,21,4,25,6,18
ST010,V00350,P0015,2026-08-31,2,3,5,2,6
ST010,V00351,P0015,2026-08-31,3,3,6,2,6
ST010,V00352,P0015,2026-08-31,7,0,7,2,6
ST010,V00353,P0015,2026-08-31,8,0,8,4,12
ST010,V00354,P0015,2026-08-31,7,2,9,4,12
ST010,V00356,P0015,2026-08-31,10,9,19,3,9
ST010,V00357,P0015,2026-08-31,17,9,26,4,12
ST010,V00359,P0015,2026-08-31,5,3,8,2,6
ST010,V00361,P0016,2026-08-31,5,1,6,2,6
ST010,V00362,P0016,2026-08-31,0,3,3,2,6
ST010,V00364,P0016,2026-08-31,9,2,11,3,9
ST010,V00365,P0016,2026-08-31,5,0,5,2,6
ST010,V00368,P0016,2026-08-31,8,12,20,4,12
ST010,V00369,P0016,2026-08-31,3,3,6,2,6
ST010,V00370,P0016,2026-08-31,3,6,9,2,6
ST010,V00373,P0016,2026-08-31,1,1,2,2,6
ST010,V00375,P0016,2026-08-31,3,1,4,2,6
ST010,V00376,P0016,2026-08-31,4,3,7,2,6
ST010,V00377,P0016,2026-08-31,4,6,10,4,12
ST010,V00378,P0016,2026-08-31,3,3,6,2,6
ST010,V00380,P0016,2026-08-31,5,1,6,2,6
ST010,V00381,P0016,2026-08-31,6,6,12,3,9
ST010,V00382,P0016,2026-08-31,4,4,8,2,6
ST010,V00383,P0016,2026-08-31,1,0,1,2,6
ST010,V00388,P0017,2026-08-31,12,5,17,3,9
ST010,V00391,P0017,2026-08-31,11,7,18,3,9
ST010,V00392,P0017,2026-08-31,6,6,12,4,12
ST010,V00397,P0017,2026-08-31,3,5,8,3,9
ST010,V00399,P0017,2026-08-31,16,11,27,6,18
ST010,V00402,P0017,2026-08-31,11,0,11,3,9
ST010,V00403,P0018,2026-08-31,1,4,5,3,9
ST010,V00404,P0018,2026-08-31,8,7,15,3,9
ST010,V00405,P0018,2026-08-31,14,7,21,6,18
ST010,V00412,P0018,2026-08-31,3,4,7,3,9
ST010,V00417,P0018,2026-08-31,7,2,9,2,6
ST010,V00418,P0018,2026-08-31,14,6,20,6,18
ST010,V00421,P0019,2026-08-31,3,2,5,2,6
ST010,V00422,P0019,2026-08-31,7,4,11,2,6
ST010,V00425,P0019,2026-08-31,3,8,11,2,6
ST010,V00427,P0019,2026-08-31,1,7,8,3,9
ST010,V00428,P0019,2026-08-31,3,3,6,2,6
ST010,V00429,P0019,2026-08-31,14,0,14,4,12
ST010,V00430,P0019,2026-08-31,2,0,2,2,6
ST010,V00432,P0019,2026-08-31,16,0,16,6,18
ST010,V00433,P0019,2026-08-31,3,2,5,2,6
ST010,V00435,P0019,2026-08-31,4,3,7,3,9
ST010,V00439,P0020,2026-08-31,4,8,12,3,9
ST010,V00441,P0020,2026-08-31,10,1,11,3,9
ST010,V00443,P0020,2026-08-31,2,4,6,2,6
ST010,V00445,P0020,2026-08-31,13,2,15,3,9
ST010,V00447,P0020,2026-08-31,1,2,3,2,6
ST010,V00448,P0020,2026-08-31,3,6,9,2,6
ST010,V00449,P0020,2026-08-31,9,8,17,4,12
ST010,V00450,P0020,2026-08-31,0,2,2,2,6
ST010,V00452,P0020,2026-08-31,8,7,15,4,12
ST010,V00453,P0020,2026-08-31,4,7,11,3,9
ST010,V00454,P0020,2026-08-31,1,1,2,2,6
ST010,V00455,P0020,2026-08-31,3,1,4,2,6
ST010,V00457,P0021,2026-08-31,4,3,7,2,6
ST010,V00458,P0021,2026-08-31,3,11,14,3,9
ST010,V00459,P0021,2026-08-31,1,6,7,3,9
ST010,V00460,P0021,2026-08-31,13,8,21,4,12
ST010,V00461,P0021,2026-08-31,4,0,4,2,6
ST010,V00464,P0021,2026-08-31,7,3,10,2,6
ST010,V00465,P0021,2026-08-31,1,3,4,2,6
ST010,V00467,P0021,2026-08-31,9,1,10,4,12
ST010,V00468,P0021,2026-08-31,16,5,21,6,18
ST010,V00469,P0021,2026-08-31,7,6,13,2,6
ST010,V00470,P0021,2026-08-31,2,4,6,2,6
ST010,V00473,P0021,2026-08-31,7,8,15,3,9
ST010,V00476,P0022,2026-08-31,18,15,33,6,18
ST010,V00478,P0022,2026-08-31,10,4,14,4,12
ST010,V00481,P0022,2026-08-31,4,1,5,3,9
ST010,V00482,P0022,2026-08-31,7,7,14,2,6
ST010,V00484,P0022,2026-08-31,1,1,2,2,6
ST010,V00489,P0022,2026-08-31,4,2,6,2,6
ST010,V00491,P0022,2026-08-31,3,3,6,2,6
ST010,V00492,P0022,2026-08-31,4,0,4,3,9
ST010,V00493,P0023,2026-08-31,0,8,8,6,18
ST010,V00494,P0023,2026-08-31,11,21,32,6,18
ST010,V00495,P0023,2026-08-31,5,5,10,2,6
ST010,V00496,P0023,2026-08-31,4,3,7,2,6
ST010,V00498,P0023,2026-08-31,7,5,12,2,6
ST010,V00499,P0023,2026-08-31,12,11,23,6,18
ST010,V00502,P0023,2026-08-31,8,9,17,3,9
ST010,V00503,P0023,2026-08-31,3,5,8,2,6
ST010,V00505,P0023,2026-08-31,9,4,13,3,9
ST010,V00510,P0023,2026-08-31,6,2,8,4,12
ST010,V00511,P0024,2026-08-31,9,17,26,4,12
ST010,V00512,P0024,2026-08-31,8,1,9,4,12
ST010,V00514,P0024,2026-08-31,7,10,17,4,12
ST010,V00515,P0024,2026-08-31,7,6,13,4,12
ST010,V00516,P0024,2026-08-31,6,6,12,3,9
ST010,V00517,P0024,2026-08-31,5,6,11,3,9
ST010,V00521,P0024,2026-08-31,9,10,19,3,9
ST010,V00523,P0024,2026-08-31,8,9,17,4,12
ST010,V00526,P0024,2026-08-31,6,4,10,2,6
ST010,V00533,P0025,2026-08-31,6,6,12,2,6
ST010,V00534,P0025,2026-08-31,6,1,7,2,6
ST010,V00536,P0025,2026-08-31,5,5,10,2,6
ST010,V00537,P0025,2026-08-31,4,5,9,3,9
ST010,V00538,P0025,2026-08-31,2,0,2,2,6
ST010,V00543,P0025,2026-08-31,4,6,10,4,12
ST010,V00544,P0025,2026-08-31,4,3,7,4,12
ST010,V00545,P0025,2026-08-31,3,2,5,2,6
ST010,V00547,P0026,2026-08-31,9,5,14,3,9
ST010,V00548,P0026,2026-08-31,6,0,6,3,9
ST010,V00549,P0026,2026-08-31,6,4,10,2,6
ST010,V00550,P0026,2026-08-31,8,0,8,3,9
ST010,V00552,P0026,2026-08-31,6,1,7,3,9
ST010,V00553,P0026,2026-08-31,7,3,10,4,12
ST010,V00556,P0026,2026-08-31,8,5,13,4,12
ST010,V00558,P0026,2026-08-31,10,16,26,6,18
ST010,V00559,P0026,2026-08-31,7,3,10,3,9
ST010,V00561,P0026,2026-08-31,9,6,15,4,12
ST010,V00562,P0026,2026-08-31,3,2,5,2,6
ST010,V00565,P0027,2026-08-31,8,13,21,6,18
ST010,V00566,P0027,2026-08-31,11,9,20,4,12
ST010,V00567,P0027,2026-08-31,7,6,13,3,9
ST010,V00570,P0027,2026-08-31,4,4,8,2,6
ST010,V00574,P0027,2026-08-31,8,1,9,3,9
ST010,V00576,P0027,2026-08-31,1,2,3,3,9
ST010,V00577,P0027,2026-08-31,3,6,9,3,9
ST010,V00579,P0027,2026-08-31,2,5,7,2,6
ST010,V00580,P0027,2026-08-31,0,4,4,2,6
ST010,V00581,P0027,2026-08-31,2,5,7,3,9
ST010,V00582,P0027,2026-08-31,5,4,9,3,9
ST010,V00583,P0028,2026-08-31,13,8,21,6,18
ST010,V00584,P0028,2026-08-31,6,8,14,4,12
ST010,V00585,P0028,2026-08-31,5,4,9,4,12
ST010,V00586,P0028,2026-08-31,3,5,8,4,12
ST010,V00589,P0028,2026-08-31,11,10,21,4,12
ST010,V00590,P0028,2026-08-31,7,0,7,3,9
ST010,V00592,P0028,2026-08-31,4,0,4,2,6
ST010,V00593,P0028,2026-08-31,7,11,18,3,9
ST010,V00594,P0028,2026-08-31,4,0,4,2,6
ST010,V00595,P0028,2026-08-31,11,16,27,6,18
ST010,V00596,P0028,2026-08-31,7,8,15,3,9
ST010,V00597,P0028,2026-08-31,3,7,10,3,9
ST010,V00599,P0028,2026-08-31,4,4,8,2,6
ST010,V00605,P0029,2026-08-31,11,1,12,4,12
ST010,V00607,P0029,2026-08-31,5,0,5,3,9
ST010,V00608,P0029,2026-08-31,5,3,8,2,6
ST010,V00612,P0029,2026-08-31,3,2,5,3,9
ST010,V00614,P0029,2026-08-31,2,1,3,3,9
ST010,V00616,P0029,2026-08-31,4,4,8,4,12
ST010,V00618,P0029,2026-08-31,5,3,8,4,12
ST010,V00620,P0030,2026-08-31,4,3,7,2,6
ST010,V00621,P0030,2026-08-31,4,1,5,2,6
ST010,V00622,P0030,2026-08-31,3,4,7,2,6
ST010,V00624,P0030,2026-08-31,11,2,13,6,18
ST010,V00630,P0030,2026-08-31,10,15,25,4,12
ST010,V00631,P0030,2026-08-31,8,3,11,3,9
ST010,V00632,P0030,2026-08-31,4,4,8,2,6
ST010,V00633,P0030,2026-08-31,2,3,5,2,6
ST010,V00635,P0030,2026-08-31,5,3,8,2,6
ST010,V00636,P0030,2026-08-31,0,0,0,2,6
ST010,V00637,P0031,2026-08-31,11,2,13,4,12
ST010,V00639,P0031,2026-08-31,5,8,13,4,12
ST010,V00644,P0031,2026-08-31,0,3,3,2,6
ST010,V00645,P0031,2026-08-31,7,0,7,2,6
ST010,V00646,P0031,2026-08-31,6,3,9,2,6
ST010,V00647,P0031,2026-08-31,1,5,6,2,6
ST010,V00656,P0032,2026-08-31,4,5,9,2,6
ST010,V00659,P0032,2026-08-31,2,8,10,2,6
ST010,V00661,P0032,2026-08-31,13,1,14,4,12
ST010,V00662,P0032,2026-08-31,8,7,15,3,9
ST010,V00664,P0032,2026-08-31,5,7,12,3,9
ST010,V00667,P0032,2026-08-31,6,0,6,4,12
ST010,V00668,P0032,2026-08-31,1,5,6,2,6
ST010,V00672,P0032,2026-08-31,5,9,14,3,9
ST010,V00676,P0033,2026-08-31,3,3,6,2,6
ST010,V00681,P0033,2026-08-31,13,8,21,6,18
ST010,V00682,P0033,2026-08-31,15,14,29,4,12
ST010,V00685,P0033,2026-08-31,2,1,3,2,6
ST010,V00687,P0033,2026-08-31,3,0,3,2,6
ST010,V00688,P0033,2026-08-31,3,1,4,2,6
ST010,V00689,P0033,2026-08-31,4,3,7,2,6
ST010,V00690,P0033,2026-08-31,8,6,14,3,9
ST010,V00692,P0034,2026-08-31,5,3,8,2,6
ST010,V00693,P0034,2026-08-31,5,8,13,3,9
ST010,V00694,P0034,2026-08-31,9,9,18,4,12
ST010,V00696,P0034,2026-08-31,8,2,10,3,9
ST010,V00697,P0034,2026-08-31,8,1,9,3,9
ST010,V00698,P0034,2026-08-31,3,3,6,2,6
ST010,V00701,P0034,2026-08-31,2,0,2,3,9
ST010,V00702,P0034,2026-08-31,3,1,4,2,6
ST010,V00703,P0034,2026-08-31,1,5,6,2,6
ST010,V00705,P0034,2026-08-31,5,6,11,4,12
ST010,V00706,P0034,2026-08-31,2,3,5,2,6
ST010,V00707,P0034,2026-08-31,4,6,10,3,9
ST011,V00002,P0001,2026-08-31,9,11,20,3,9
ST011,V00003,P0001,2026-08-31,7,9,16,3,9
ST011,V00005,P0001,2026-08-31,16,0,16,6,18
ST011,V00006,P0001,2026-08-31,11,8,19,4,12
ST011,V00008,P0001,2026-08-31,8,1,9,3,9
ST011,V00009,P0001,2026-08-31,2,4,6,2,6
ST011,V00013,P0001,2026-08-31,2,0,2,2,6
ST011,V00014,P0001,2026-08-31,4,1,5,2,6
ST011,V00015,P0001,2026-08-31,10,3,13,3,9
ST011,V00016,P0001,2026-08-31,8,8,16,3,9
ST011,V00020,P0001,2026-08-31,0,0,0,2,6
ST011,V00021,P0001,2026-08-31,5,1,6,2,6
ST011,V00022,P0001,2026-08-31,5,1,6,2,6
ST011,V00024,P0001,2026-08-31,0,1,1,2,6
ST011,V00026,P0002,2026-08-31,7,0,7,4,12
ST011,V00030,P0002,2026-08-31,6,4,10,4,12
ST011,V00032,P0002,2026-08-31,11,11,22,4,12
ST011,V00035,P0002,2026-08-31,3,8,11,2,6
ST011,V00036,P0002,2026-08-31,7,6,13,2,6
ST011,V00040,P0002,2026-08-31,4,6,10,2,6
ST011,V00042,P0002,2026-08-31,4,2,6,2,6
ST011,V00045,P0002,2026-08-31,13,10,23,4,12
ST011,V00046,P0002,2026-08-31,5,4,9,2,6
ST011,V00047,P0002,2026-08-31,3,4,7,3,9
ST011,V00048,P0002,2026-08-31,6,5,11,3,9
ST011,V00049,P0003,2026-08-31,18,1,19,4,12
ST011,V00050,P0003,2026-08-31,10,7,17,4,12
ST011,V00053,P0003,2026-08-31,3,6,9,4,12
ST011,V00055,P0003,2026-08-31,5,8,13,3,9
ST011,V00056,P0003,2026-08-31,3,3,6,2,6
ST011,V00058,P0003,2026-08-31,7,6,13,3,9
ST011,V00060,P0003,2026-08-31,4,4,8,2,6
ST011,V00061,P0003,2026-08-31,6,4,10,2,6
ST011,V00065,P0003,2026-08-31,2,1,3,2,6
ST011,V00066,P0003,2026-08-31,1,5,6,3,9
ST011,V00067,P0003,2026-08-31,11,6,17,4,12
ST011,V00070,P0003,2026-08-31,4,4,8,2,6
ST011,V00071,P0003,2026-08-31,7,2,9,2,6
ST011,V00072,P0003,2026-08-31,9,8,17,3,9
ST011,V00073,P0004,2026-08-31,5,1,6,2,6
ST011,V00074,P0004,2026-08-31,10,0,10,4,12
ST011,V00076,P0004,2026-08-31,5,4,9,2,6
ST011,V00081,P0004,2026-08-31,4,5,9,2,6
ST011,V00082,P0004,2026-08-31,8,6,14,4,12
ST011,V00083,P0004,2026-08-31,5,8,13,3,9
ST011,V00084,P0004,2026-08-31,11,2,13,3,9
ST011,V00087,P0004,2026-08-31,3,2,5,2,6
ST011,V00091,P0004,2026-08-31,7,7,14,6,18
ST011,V00093,P0004,2026-08-31,7,5,12,2,6
ST011,V00094,P0004,2026-08-31,4,7,11,2,6
ST011,V00095,P0004,2026-08-31,5,3,8,2,6
ST011,V00096,P0004,2026-08-31,5,5,10,2,6
ST011,V00097,P0005,2026-08-31,13,2,15,6,18
ST011,V00099,P0005,2026-08-31,7,3,10,3,9
ST011,V00102,P0005,2026-08-31,5,2,7,3,9
ST011,V00105,P0005,2026-08-31,5,8,13,4,12
ST011,V00107,P0005,2026-08-31,9,11,20,4,12
ST011,V00108,P0005,2026-08-31,9,8,17,4,12
ST011,V00109,P0005,2026-08-31,3,4,7,2,6
ST011,V00112,P0005,2026-08-31,4,5,9,2,6
ST011,V00117,P0005,2026-08-31,6,0,6,2,6
ST011,V00118,P0005,2026-08-31,4,0,4,2,6
ST011,V00119,P0005,2026-08-31,3,4,7,2,6
ST011,V00121,P0006,2026-08-31,3,1,4,3,9
ST011,V00124,P0006,2026-08-31,7,4,11,3,9
ST011,V00127,P0006,2026-08-31,4,2,6,2,6
ST011,V00128,P0006,2026-08-31,8,6,14,3,9
ST011,V00137,P0006,2026-08-31,3,6,9,2,6
ST011,V00139,P0006,2026-08-31,4,4,8,2,6
ST011,V00140,P0006,2026-08-31,11,5,16,6,18
ST011,V00141,P0006,2026-08-31,7,5,12,3,9
ST011,V00142,P0006,2026-08-31,6,6,12,4,12
ST011,V00144,P0006,2026-08-31,10,0,10,4,12
ST011,V00145,P0007,2026-08-31,7,1,8,3,9
ST011,V00148,P0007,2026-08-31,1,2,3,4,12
ST011,V00150,P0007,2026-08-31,8,5,13,4,12
ST011,V00154,P0007,2026-08-31,6,4,10,3,9
ST011,V00156,P0007,2026-08-31,5,7,12,4,12
ST011,V00157,P0007,2026-08-31,4,4,8,2,6
ST011,V00158,P0007,2026-08-31,10,8,18,3,9
ST011,V00165,P0007,2026-08-31,3,3,6,2,6
ST011,V00168,P0007,2026-08-31,9,13,22,3,9
ST011,V00169,P0008,2026-08-31,1,5,6,3,9
ST011,V00170,P0008,2026-08-31,7,7,14,4,12
ST011,V00171,P0008,2026-08-31,2,2,4,3,9
ST011,V00172,P0008,2026-08-31,3,2,5,2,6
ST011,V00173,P0008,2026-08-31,6,7,13,3,9
ST011,V00174,P0008,2026-08-31,6,1,7,2,6
ST011,V00176,P0008,2026-08-31,3,3,6,3,9
ST011,V00177,P0008,2026-08-31,3,6,9,2,6
ST011,V00178,P0008,2026-08-31,5,1,6,4,12
ST011,V00180,P0008,2026-08-31,3,5,8,3,9
ST011,V00181,P0008,2026-08-31,7,14,21,4,12
ST011,V00182,P0008,2026-08-31,8,4,12,3,9
ST011,V00188,P0008,2026-08-31,3,3,6,2,6
ST011,V00189,P0008,2026-08-31,8,0,8,4,12
ST011,V00190,P0008,2026-08-31,5,3,8,2,6
ST011,V00191,P0008,2026-08-31,10,6,16,4,12
ST011,V00193,P0009,2026-08-31,3,0,3,3,9
ST011,V00196,P0009,2026-08-31,6,4,10,3,9
ST011,V00200,P0009,2026-08-31,4,4,8,2,6
ST011,V00201,P0009,2026-08-31,5,21,26,4,12
ST011,V00202,P0009,2026-08-31,10,9,19,3,9
ST011,V00203,P0009,2026-08-31,2,3,5,2,6
ST011,V00204,P0009,2026-08-31,1,3,4,2,6
ST011,V00205,P0009,2026-08-31,3,4,7,2,6
ST011,V00206,P0009,2026-08-31,8,0,8,4,12
ST011,V00210,P0009,2026-08-31,3,4,7,2,6
ST011,V00211,P0009,2026-08-31,7,3,10,2,6
ST011,V00214,P0009,2026-08-31,6,8,14,3,9
ST011,V00215,P0009,2026-08-31,3,3,6,2,6
ST011,V00216,P0009,2026-08-31,13,15,28,6,18
ST011,V00218,P0010,2026-08-31,2,5,7,2,6
ST011,V00219,P0010,2026-08-31,5,10,15,4,12
ST011,V00220,P0010,2026-08-31,19,7,26,6,18
ST011,V00222,P0010,2026-08-31,6,13,19,4,12
ST011,V00226,P0010,2026-08-31,6,7,13,4,12
ST011,V00227,P0010,2026-08-31,12,5,17,3,9
ST011,V00228,P0010,2026-08-31,6,1,7,2,6
ST011,V00229,P0010,2026-08-31,3,5,8,2,6
ST011,V00230,P0010,2026-08-31,5,4,9,4,12
ST011,V00233,P0010,2026-08-31,14,0,14,6,18
ST011,V00234,P0010,2026-08-31,11,0,11,6,18
ST011,V00241,P0011,2026-08-31,1,3,4,2,6
ST011,V00242,P0011,2026-08-31,5,4,9,2,6
ST011,V00243,P0011,2026-08-31,2,1,3,2,6
ST011,V00244,P0011,2026-08-31,3,1,4,2,6
ST011,V00245,P0011,2026-08-31,2,4,6,3,9
ST011,V00246,P0011,2026-08-31,14,4,18,6,18
ST011,V00247,P0011,2026-08-31,4,4,8,3,9
ST011,V00248,P0011,2026-08-31,4,0,4,3,9
ST011,V00249,P0011,2026-08-31,3,5,8,4,12
ST011,V00253,P0011,2026-08-31,7,6,13,3,9
ST011,V00257,P0011,2026-08-31,7,12,19,4,12
ST011,V00259,P0011,2026-08-31,14,5,19,4,12
ST011,V00263,P0011,2026-08-31,10,9,19,6,18
ST011,V00265,P0012,2026-08-31,9,1,10,3,9
ST011,V00266,P0012,2026-08-31,4,7,11,3,9
ST011,V00267,P0012,2026-08-31,19,13,32,6,18
ST011,V00268,P0012,2026-08-31,8,1,9,4,12
ST011,V00270,P0012,2026-08-31,3,6,9,2,6
ST011,V00272,P0012,2026-08-31,3,5,8,3,9
ST011,V00273,P0012,2026-08-31,3,8,11,3,9
ST011,V00274,P0012,2026-08-31,8,0,8,6,18
ST011,V00276,P0012,2026-08-31,7,0,7,3,9
ST011,V00278,P0012,2026-08-31,4,5,9,2,6
ST011,V00280,P0012,2026-08-31,5,5,10,2,6
ST011,V00284,P0012,2026-08-31,6,0,6,6,18
ST011,V00285,P0012,2026-08-31,4,3,7,2,6
ST011,V00286,P0012,2026-08-31,14,6,20,6,18
ST011,V00287,P0012,2026-08-31,5,8,13,2,6
ST011,V00289,P0013,2026-08-31,6,6,12,4,12
ST011,V00290,P0013,2026-08-31,2,15,17,4,12
ST011,V00292,P0013,2026-08-31,4,7,11,3,9
ST011,V00293,P0013,2026-08-31,6,5,11,3,9
ST011,V00294,P0013,2026-08-31,5,6,11,2,6
ST011,V00297,P0013,2026-08-31,9,5,14,4,12
ST011,V00298,P0013,2026-08-31,7,8,15,3,9
ST011,V00300,P0013,2026-08-31,19,3,22,6,18
ST011,V00302,P0013,2026-08-31,5,1,6,3,9
ST011,V00303,P0013,2026-08-31,5,7,12,4,12
ST011,V00308,P0013,2026-08-31,11,8,19,3,9
ST011,V00309,P0013,2026-08-31,2,3,5,2,6
ST011,V00312,P0013,2026-08-31,6,3,9,2,6
ST011,V00315,P0014,2026-08-31,1,4,5,2,6
ST011,V00316,P0014,2026-08-31,6,5,11,3,9
ST011,V00319,P0014,2026-08-31,3,4,7,3,9
ST011,V00321,P0014,2026-08-31,3,4,7,2,6
ST011,V00323,P0014,2026-08-31,13,7,20,4,12
ST011,V00324,P0014,2026-08-31,5,9,14,3,9
ST011,V00326,P0014,2026-08-31,13,3,16,6,18
ST011,V00327,P0014,2026-08-31,4,10,14,3,9
ST011,V00329,P0014,2026-08-31,2,2,4,2,6
ST011,V00334,P0014,2026-08-31,8,7,15,3,9
ST011,V00335,P0014,2026-08-31,6,5,11,2,6
ST011,V00336,P0014,2026-08-31,1,2,3,3,9
ST011,V00337,P0015,2026-08-31,10,5,15,3,9
ST011,V00338,P0015,2026-08-31,9,3,12,4,12
ST011,V00339,P0015,2026-08-31,2,1,3,3,9
ST011,V00340,P0015,2026-08-31,7,7,14,4,12
ST011,V00343,P0015,2026-08-31,3,4,7,3,9
ST011,V00346,P0015,2026-08-31,5,3,8,6,18
ST011,V00349,P0015,2026-08-31,3,2,5,2,6
ST011,V00350,P0015,2026-08-31,16,12,28,4,12
ST011,V00351,P0015,2026-08-31,5,2,7,2,6
ST011,V00352,P0015,2026-08-31,13,9,22,6,18
ST011,V00353,P0015,2026-08-31,11,0,11,6,18
ST011,V00355,P0015,2026-08-31,7,3,10,4,12
ST011,V00356,P0015,2026-08-31,6,4,10,3,9
ST011,V00358,P0015,2026-08-31,1,2,3,2,6
ST011,V00359,P0015,2026-08-31,7,0,7,4,12
ST011,V00360,P0015,2026-08-31,7,0,7,4,12
ST011,V00361,P0016,2026-08-31,3,0,3,2,6
ST011,V00363,P0016,2026-08-31,6,2,8,2,6
ST011,V00365,P0016,2026-08-31,16,14,30,6,18
ST011,V00369,P0016,2026-08-31,5,1,6,2,6
ST011,V00370,P0016,2026-08-31,7,10,17,4,12
ST011,V00371,P0016,2026-08-31,4,1,5,2,6
ST011,V00372,P0016,2026-08-31,2,2,4,2,6
ST011,V00376,P0016,2026-08-31,10,11,21,4,12
ST011,V00377,P0016,2026-08-31,6,6,12,3,9
ST011,V00378,P0016,2026-08-31,1,3,4,2,6
ST011,V00380,P0016,2026-08-31,7,3,10,4,12
ST011,V00383,P0016,2026-08-31,13,16,29,6,18
ST011,V00386,P0017,2026-08-31,3,16,19,6,18
ST011,V00387,P0017,2026-08-31,6,4,10,2,6
ST011,V00388,P0017,2026-08-31,5,2,7,2,6
ST011,V00391,P0017,2026-08-31,5,10,15,3,9
ST011,V00392,P0017,2026-08-31,7,9,16,3,9
ST011,V00394,P0017,2026-08-31,6,11,17,4,12
ST011,V00396,P0017,2026-08-31,13,6,19,6,18
ST011,V00401,P0017,2026-08-31,0,1,1,6,18
ST011,V00402,P0017,2026-08-31,2,4,6,3,9
ST011,V00403,P0018,2026-08-31,6,3,9,2,6
ST011,V00404,P0018,2026-08-31,3,7,10,2,6
ST011,V00410,P0018,2026-08-31,3,3,6,2,6
ST011,V00411,P0018,2026-08-31,7,3,10,6,18
ST011,V00412,P0018,2026-08-31,5,3,8,2,6
ST011,V00414,P0018,2026-08-31,6,8,14,3,9
ST011,V00416,P0018,2026-08-31,3,2,5,2,6
ST011,V00417,P0018,2026-08-31,9,10,19,3,9
ST011,V00418,P0018,2026-08-31,6,6,12,2,6
ST011,V00421,P0019,2026-08-31,11,11,22,4,12
ST011,V00422,P0019,2026-08-31,4,3,7,2,6
ST011,V00424,P0019,2026-08-31,1,2,3,2,6
ST011,V00427,P0019,2026-08-31,6,7,13,4,12
ST011,V00429,P0019,2026-08-31,8,5,13,4,12
ST011,V00431,P0019,2026-08-31,8,6,14,3,9
ST011,V00436,P0019,2026-08-31,4,7,11,2,6
ST011,V00438,P0019,2026-08-31,5,4,9,3,9
ST011,V00439,P0020,2026-08-31,10,9,19,3,9
ST011,V00441,P0020,2026-08-31,9,3,12,4,12
ST011,V00443,P0020,2026-08-31,6,3,9,3,9
ST011,V00444,P0020,2026-08-31,6,9,15,3,9
ST011,V00445,P0020,2026-08-31,9,8,17,3,9
ST011,V00446,P0020,2026-08-31,5,4,9,3,9
ST011,V00447,P0020,2026-08-31,8,9,17,4,12
ST011,V00448,P0020,2026-08-31,3,7,10,2,6
ST011,V00452,P0020,2026-08-31,1,0,1,2,6
ST011,V00453,P0020,2026-08-31,2,7,9,4,12
ST011,V00454,P0020,2026-08-31,0,2,2,2,6
ST011,V00455,P0020,2026-08-31,13,10,23,6,18
ST011,V00457,P0021,2026-08-31,4,2,6,2,6
ST011,V00458,P0021,2026-08-31,17,7,24,4,12
ST011,V00459,P0021,2026-08-31,9,1,10,3,9
ST011,V00460,P0021,2026-08-31,8,0,8,4,12
ST011,V00461,P0021,2026-08-31,2,4,6,2,6
ST011,V00462,P0021,2026-08-31,6,3,9,2,6
ST011,V00465,P0021,2026-08-31,13,9,22,6,18
ST011,V00471,P0021,2026-08-31,6,6,12,3,9
ST011,V00472,P0021,2026-08-31,3,6,9,3,9
ST011,V00473,P0021,2026-08-31,6,1,7,3,9
ST011,V00474,P0021,2026-08-31,2,5,7,2,6
ST011,V00475,P0022,2026-08-31,7,0,7,4,12
ST011,V00476,P0022,2026-08-31,5,5,10,2,6
ST011,V00478,P0022,2026-08-31,2,4,6,2,6
ST011,V00479,P0022,2026-08-31,9,17,26,4,12
ST011,V00482,P0022,2026-08-31,3,6,9,3,9
ST011,V00484,P0022,2026-08-31,4,7,11,3,9
ST011,V00485,P0022,2026-08-31,2,0,2,2,6
ST011,V00486,P0022,2026-08-31,8,6,14,6,18
ST011,V00488,P0022,2026-08-31,5,3,8,3,9
ST011,V00492,P0022,2026-08-31,3,2,5,2,6
ST011,V00495,P0023,2026-08-31,5,7,12,2,6
