CustomerID,CustomerName,LoyaltyTier,JoinDate,HomeCity,HomeStateCode,PreferredStoreID
C03211,Lucian Ellery,Summit,2023-09-30,Tacoma,WA,ST017
C03212,Diego Okonkwo,None,2024-12-16,Coeur d'Alene,ID,ST015
C03213,Elena Wexford,None,2021-09-04,Flagstaff,AZ,ST001
C03214,Amara Lindqvist,Trailhead,2020-10-21,Missoula,MT,ST009
C03215,Kenji Halvorsen,None,2023-05-18,Missoula,MT,ST007
C03216,Alina Sandoval,Summit,2024-02-19,Seattle,WA,ST002
C03217,Nadia Okonkwo,Alpine,2023-09-10,Missoula,MT,ST004
C03218,Priya Nakamura,None,2021-12-10,Sacramento,CA,ST015
C03219,Imani Ferreira,Alpine,2024-03-29,Reno,NV,ST016
C03220,Beatrix Delacroix,Trailhead,2020-02-26,Salt Lake City,UT,ST006
C03221,Rosa Barros,Summit,2023-06-18,Missoula,MT,ST013
C03222,Leila Ferreira,None,2022-08-12,Reno,NV,ST001
C03223,Freya Ibarra,Alpine,2023-10-02,Coeur d'Alene,ID,ST010
C03224,Nadia Grimshaw,Summit,2022-01-27,Portland,OR,ST009
C03225,Noor Halvorsen,None,2023-05-16,Spokane,WA,ST007
C03226,Diego Pemberton,None,2023-01-09,Sacramento,CA,ST005
C03227,Saskia Lindqvist,Trailhead,2021-09-20,Salt Lake City,UT,ST017
C03228,Lucian Hollis,None,2022-03-03,Sacramento,CA,ST016
C03229,Hugo Ibarra,Summit,2024-08-14,Boulder,CO,ST017
C03230,Tobias Ellery,Trailhead,2024-10-09,Boulder,CO,ST002
C03231,Greta Barros,Summit,2020-05-08,Denver,CO,ST007
C03232,Imani Nakamura,Alpine,2021-11-20,Boise,ID,ST017
C03233,Leila Delacroix,Trailhead,2022-06-28,Reno,NV,ST004
C03234,Amara Ashworth,Trailhead,2023-09-06,Flagstaff,AZ,ST015
C03235,Callum Halvorsen,Trailhead,2020-07-16,Bozeman,MT,ST005
C03236,Rosa Lindqvist,Trailhead,2021-04-27,Reno,NV,ST012
C03237,Mateo Lindqvist,None,2022-05-20,Sacramento,CA,ST003
C03238,Soren Barros,None,2024-03-02,Park City,UT,ST002
C03239,Rosa Whitfield,None,2022-07-20,Flagstaff,AZ,ST012
C03240,Otto Ellery,Alpine,2022-09-06,Park City,UT,ST018
C03241,Elena Ellery,None,2021-03-01,Reno,NV,ST003
C03242,Greta Vasquez,Summit,2021-12-06,Sacramento,CA,ST003
C03243,Soren Thorne,Trailhead,2024-06-22,Eugene,OR,ST014
C03244,Diego Ibarra,Trailhead,2023-08-11,Portland,OR,ST014
C03245,Freya Thorne,Summit,2020-04-14,Tacoma,WA,ST011
C03246,Tobias Marchetti,Alpine,2023-01-06,Flagstaff,AZ,ST014
C03247,Freya Ferreira,Summit,2020-06-18,Spokane,WA,ST013
C03248,Imani Rasmussen,Alpine,2024-12-27,Bend,OR,ST007
C03249,Priya Farrow,None,2022-03-30,Sacramento,CA,ST004
C03250,Felix Lindqvist,Summit,2022-12-18,Fort Collins,CO,ST014
C03251,Felix Pemberton,Summit,2021-04-03,Denver,CO,ST009
C03252,Kenji Grimshaw,Summit,2020-11-12,Fort Collins,CO,ST008
C03253,Soren Hollis,None,2021-01-02,Flagstaff,AZ,ST018
C03254,Marcus Lindqvist,Summit,2024-08-23,Denver,CO,ST008
C03255,Greta Ibarra,Summit,2021-01-27,Boise,ID,ST007
C03256,Noor Okonkwo,Summit,2024-10-19,Spokane,WA,ST009
C03257,Imani Grimshaw,Summit,2024-02-26,Park City,UT,ST011
C03258,Marcus Yardley,None,2022-04-21,Boise,ID,ST007
C03259,Freya Hollis,Summit,2021-09-22,Portland,OR,ST018
C03260,Beatrix Halvorsen,None,2022-09-21,Sacramento,CA,ST013
C03261,Callum Okonkwo,Trailhead,2020-06-06,Boise,ID,ST012
C03262,Sana Grimshaw,Trailhead,2021-01-28,Seattle,WA,ST002
C03263,Theo Ashworth,Trailhead,2024-08-14,Fort Collins,CO,ST014
C03264,Beatrix Nakamura,Trailhead,2020-10-28,Fort Collins,CO,ST018
C03265,Marcus Marchetti,Summit,2023-09-15,Missoula,MT,ST016
C03266,Beatrix Ashworth,None,2023-06-30,Boise,ID,ST014
C03267,Otto Pemberton,Alpine,2024-06-20,Park City,UT,ST006
C03268,Kenji Marchetti,Summit,2023-03-27,Reno,NV,ST003
C03269,Freya Hollis,None,2022-02-21,Coeur d'Alene,ID,ST004
C03270,Imani Vasquez,Trailhead,2024-01-03,Boise,ID,ST017
C03271,Emrys Sandoval,Trailhead,2022-10-30,Spokane,WA,ST013
C03272,Yara Kowalski,Trailhead,2022-09-27,Seattle,WA,ST010
C03273,Lucian Kowalski,Trailhead,2022-05-25,Fort Collins,CO,ST008
C03274,Theo Nakamura,Alpine,2020-07-14,Boise,ID,ST009
C03275,Tobias Ellery,Summit,2024-02-02,Seattle,WA,ST015
C03276,Hugo Wexford,Trailhead,2021-04-23,Spokane,WA,ST017
C03277,Freya Wexford,None,2024-02-21,Missoula,MT,ST018
C03278,Emrys Delacroix,None,2022-09-03,Seattle,WA,ST007
C03279,Otto Hollis,Trailhead,2023-09-20,Bend,OR,ST001
C03280,Elena Lindqvist,None,2021-09-14,Sacramento,CA,ST005
C03281,Freya Zielinski,Summit,2021-03-02,Boulder,CO,ST001
C03282,Noor Pemberton,None,2023-08-07,Tacoma,WA,ST006
C03283,Nadia Okonkwo,Summit,2021-05-07,Tacoma,WA,ST006
C03284,Marcus Ellery,Trailhead,2024-12-24,Missoula,MT,ST010
C03285,Callum Nakamura,Trailhead,2022-01-13,Sacramento,CA,ST011
C03286,Freya Hollis,None,2022-07-19,Reno,NV,ST016
C03287,Sana Thorne,Trailhead,2021-08-02,Reno,NV,ST018
C03288,Callum Okonkwo,Trailhead,2024-11-24,Portland,OR,ST018
C03289,Elias Ashworth,Summit,2021-12-20,Boulder,CO,ST005
C03290,Imani Lindqvist,None,2022-01-01,Spokane,WA,ST008
C03291,Elena Barros,Summit,2022-11-19,Sacramento,CA,ST018
C03292,Otto Okonkwo,Summit,2020-03-21,Spokane,WA,ST006
C03293,Kenji Ferreira,None,2021-03-27,Fort Collins,CO,ST011
C03294,Marcus Marchetti,Summit,2023-08-31,Park City,UT,ST004
C03295,Nadia Nakamura,None,2024-07-07,Spokane,WA,ST013
C03296,Yara Barros,Trailhead,2023-04-27,Bozeman,MT,ST012
C03297,Imani Marchetti,Summit,2024-12-18,Portland,OR,ST006
C03298,Soren Ibarra,Trailhead,2022-07-14,Park City,UT,ST004
C03299,Freya Grimshaw,None,2024-09-05,Missoula,MT,ST008
C03300,Lucian Wexford,None,2021-06-08,Park City,UT,ST012
C03301,Freya Wexford,None,2022-08-01,Spokane,WA,ST011
C03302,Saskia Vasquez,Trailhead,2020-02-12,Denver,CO,ST007
C03303,Diego Rasmussen,None,2020-08-15,Portland,OR,ST018
C03304,Rosa Grimshaw,None,2021-07-26,Bozeman,MT,ST016
C03305,Callum Kowalski,None,2022-09-30,Denver,CO,ST013
C03306,Otto Barros,None,2022-05-05,Eugene,OR,ST012
C03307,Rosa Rasmussen,Trailhead,2021-04-10,Fort Collins,CO,ST004
C03308,Nadia Lindqvist,Trailhead,2024-12-13,Coeur d'Alene,ID,ST015
C03309,Beatrix Ibarra,Summit,2022-03-22,Reno,NV,ST011
C03310,Greta Barros,Summit,2023-04-19,Denver,CO,ST018
C03311,Alina Halvorsen,Trailhead,2023-10-01,Reno,NV,ST017
C03312,Greta Delacroix,Trailhead,2020-03-18,Missoula,MT,ST012
C03313,Nadia Rasmussen,Summit,2020-11-08,Tacoma,WA,ST011
C03314,Noor Halvorsen,None,2022-06-06,Seattle,WA,ST008
C03315,Hugo Nakamura,None,2023-03-09,Reno,NV,ST007
C03316,Leila Delacroix,Trailhead,2022-04-25,Spokane,WA,ST004
C03317,Elias Delacroix,None,2020-04-19,Salt Lake City,UT,ST011
C03318,Yara Lindqvist,None,2021-03-31,Park City,UT,ST008
C03319,Kenji Zielinski,Trailhead,2024-02-24,Boise,ID,ST001
C03320,Noor Grimshaw,Trailhead,2020-03-15,Boise,ID,ST013
C03321,Soren Zielinski,Summit,2024-11-23,Missoula,MT,ST011
C03322,Theo Okonkwo,None,2024-01-28,Tacoma,WA,ST003
C03323,Beatrix Ashworth,Summit,2022-10-20,Boise,ID,ST014
C03324,Alina Hollis,Trailhead,2023-01-14,Sacramento,CA,ST005
C03325,Lucian Barros,Alpine,2024-12-15,Denver,CO,ST013
C03326,Lucian Rasmussen,Summit,2020-10-28,Boise,ID,ST011
C03327,Mateo Kowalski,Summit,2020-08-13,Boulder,CO,ST016
C03328,Noor Okonkwo,Trailhead,2024-03-08,Spokane,WA,ST010
C03329,Theo Yardley,Alpine,2023-06-29,Reno,NV,ST016
C03330,Priya Thorne,None,2021-11-11,Denver,CO,ST010
C03331,Sana Delacroix,Trailhead,2022-04-28,Bend,OR,ST001
C03332,Imani Hollis,None,2022-12-28,Bend,OR,ST007
C03333,Saskia Farrow,Trailhead,2021-10-22,Sacramento,CA,ST002
C03334,Freya Zielinski,Trailhead,2022-11-17,Sacramento,CA,ST001
C03335,Beatrix Sandoval,None,2023-03-02,Sacramento,CA,ST015
C03336,Imani Rasmussen,Summit,2020-04-11,Boise,ID,ST018
C03337,Alina Ferreira,Summit,2020-09-25,Boulder,CO,ST008
C03338,Sana Ashworth,Summit,2024-01-07,Boulder,CO,ST014
C03339,Elena Yardley,Summit,2024-09-19,Boise,ID,ST015
C03340,Felix Ashworth,Trailhead,2023-10-06,Portland,OR,ST014
C03341,Imani Ferreira,Summit,2020-10-13,Park City,UT,ST012
C03342,Noor Ferreira,Trailhead,2020-06-08,Portland,OR,ST004
C03343,Soren Pemberton,None,2021-07-10,Eugene,OR,ST017
C03344,Tobias Farrow,None,2021-12-21,Flagstaff,AZ,ST002
C03345,Tobias Marchetti,Trailhead,2020-10-26,Sacramento,CA,ST006
C03346,Amara Thorne,Summit,2023-01-09,Missoula,MT,ST005
C03347,Noor Thorne,Trailhead,2021-12-24,Boulder,CO,ST016
C03348,Rosa Thorne,Trailhead,2023-12-08,Bend,OR,ST011
C03349,Noor Rasmussen,Alpine,2021-02-04,Boise,ID,ST002
C03350,Diego Hollis,Summit,2024-02-25,Park City,UT,ST018
C03351,Theo Vasquez,Trailhead,2021-07-14,Flagstaff,AZ,ST005
C03352,Elena Nakamura,Summit,2024-09-12,Park City,UT,ST008
C03353,Saskia Kowalski,Trailhead,2022-01-11,Tacoma,WA,ST010
C03354,Otto Ellery,None,2024-10-11,Tacoma,WA,ST007
C03355,Hugo Ibarra,None,2022-07-22,Flagstaff,AZ,ST013
C03356,Imani Whitfield,None,2022-01-25,Fort Collins,CO,ST015
C03357,Soren Halvorsen,None,2024-07-03,Denver,CO,ST009
C03358,Emrys Thorne,Summit,2023-10-17,Boise,ID,ST011
C03359,Greta Vasquez,Summit,2021-01-24,Portland,OR,ST003
C03360,Alina Whitfield,Trailhead,2024-12-11,Reno,NV,ST009
C03361,Freya Whitfield,Alpine,2024-01-01,Bend,OR,ST013
C03362,Sana Ashworth,Summit,2020-07-23,Bend,OR,ST009
C03363,Diego Delacroix,None,2021-11-03,Portland,OR,ST015
C03364,Yara Barros,Trailhead,2020-07-25,Denver,CO,ST017
C03365,Marcus Ferreira,Summit,2024-08-22,Denver,CO,ST008
C03366,Sana Marchetti,None,2022-09-03,Salt Lake City,UT,ST011
C03367,Hugo Hollis,Alpine,2024-02-06,Bozeman,MT,ST002
C03368,Sana Ellery,Trailhead,2024-11-26,Bend,OR,ST016
C03369,Leila Sandoval,None,2021-10-17,Bozeman,MT,ST002
C03370,Elias Hollis,Summit,2023-01-17,Park City,UT,ST003
C03371,Noor Zielinski,Trailhead,2020-02-27,Denver,CO,ST013
C03372,Rosa Delacroix,Trailhead,2021-07-14,Eugene,OR,ST001
C03373,Elena Zielinski,None,2020-05-17,Coeur d'Alene,ID,ST001
C03374,Callum Nakamura,Summit,2022-04-12,Sacramento,CA,ST001
C03375,Felix Delacroix,Trailhead,2024-06-11,Denver,CO,ST001
C03376,Soren Whitfield,Trailhead,2020-02-09,Reno,NV,ST006
C03377,Diego Pemberton,None,2020-09-18,Bend,OR,ST012
C03378,Theo Lindqvist,Summit,2023-03-01,Fort Collins,CO,ST002
C03379,Callum Ellery,Summit,2024-12-07,Salt Lake City,UT,ST014
C03380,Noor Grimshaw,Summit,2020-08-08,Sacramento,CA,ST003
C03381,Greta Vasquez,Trailhead,2023-08-21,Denver,CO,ST007
C03382,Lucian Ellery,Trailhead,2020-11-15,Coeur d'Alene,ID,ST010
C03383,Kenji Ibarra,Summit,2023-02-27,Missoula,MT,ST004
C03384,Beatrix Wexford,None,2020-10-17,Flagstaff,AZ,ST012
C03385,Freya Hollis,Trailhead,2023-09-07,Boise,ID,ST010
C03386,Theo Ellery,Summit,2022-12-05,Seattle,WA,ST010
C03387,Saskia Whitfield,Trailhead,2022-07-21,Boise,ID,ST011
C03388,Kenji Barros,None,2023-10-30,Park City,UT,ST013
C03389,Ravi Ellery,Summit,2023-04-25,Coeur d'Alene,ID,ST010
C03390,Greta Lindqvist,None,2023-06-15,Salt Lake City,UT,ST014
C03391,Felix Halvorsen,Trailhead,2021-04-30,Fort Collins,CO,ST010
C03392,Sana Marchetti,Alpine,2024-02-28,Sacramento,CA,ST009
C03393,Beatrix Ferreira,None,2021-05-31,Reno,NV,ST001
C03394,Emrys Hollis,Summit,2021-06-15,Portland,OR,ST007
C03395,Hugo Hollis,None,2021-11-03,Park City,UT,ST015
C03396,Imani Ferreira,Trailhead,2022-04-02,Tacoma,WA,ST015
C03397,Beatrix Marchetti,None,2023-01-24,Bozeman,MT,ST005
C03398,Kenji Thorne,Summit,2020-07-04,Portland,OR,ST015
C03399,Beatrix Marchetti,Alpine,2022-06-14,Boise,ID,ST007
C03400,Ravi Whitfield,Summit,2023-07-13,Bozeman,MT,ST006
C03401,Kenji Whitfield,Trailhead,2024-07-08,Sacramento,CA,ST017
C03402,Ravi Marchetti,Trailhead,2021-06-21,Denver,CO,ST018
C03403,Kenji Wexford,None,2022-10-18,Salt Lake City,UT,ST011
C03404,Freya Ellery,None,2022-10-03,Flagstaff,AZ,ST006
C03405,Noor Barros,Trailhead,2020-11-21,Boulder,CO,ST001
C03406,Saskia Delacroix,Alpine,2023-07-25,Reno,NV,ST010
C03407,Theo Zielinski,Summit,2023-02-07,Eugene,OR,ST007
C03408,Marcus Thorne,None,2023-07-15,Seattle,WA,ST016
C03409,Callum Grimshaw,Summit,2022-03-13,Park City,UT,ST009
C03410,Callum Farrow,None,2021-03-30,Sacramento,CA,ST003
C03411,Tobias Delacroix,Trailhead,2024-02-17,Boise,ID,ST005
C03412,Amara Whitfield,Summit,2023-04-19,Eugene,OR,ST016
C03413,Sana Thorne,Trailhead,2024-08-31,Portland,OR,ST013
C03414,Beatrix Ashworth,Trailhead,2021-09-05,Salt Lake City,UT,ST002
C03415,Sana Barros,None,2024-03-19,Sacramento,CA,ST003
C03416,Beatrix Okonkwo,None,2024-07-12,Missoula,MT,ST008
C03417,Imani Yardley,Summit,2022-10-04,Bozeman,MT,ST010
C03418,Diego Halvorsen,None,2021-09-07,Coeur d'Alene,ID,ST007
C03419,Elias Zielinski,None,2023-10-09,Boise,ID,ST007
C03420,Greta Thorne,None,2021-09-26,Tacoma,WA,ST007
C03421,Imani Ashworth,None,2022-11-20,Portland,OR,ST018
C03422,Rosa Ferreira,Summit,2023-01-20,Coeur d'Alene,ID,ST006
C03423,Elena Sandoval,Alpine,2023-10-17,Salt Lake City,UT,ST014
C03424,Kenji Ibarra,None,2023-04-20,Coeur d'Alene,ID,ST018
C03425,Tobias Ferreira,None,2022-09-14,Sacramento,CA,ST003
C03426,Theo Kowalski,None,2022-03-02,Coeur d'Alene,ID,ST006
C03427,Diego Ibarra,Alpine,2021-08-12,Bend,OR,ST002
C03428,Diego Thorne,Trailhead,2020-10-02,Eugene,OR,ST004
C03429,Diego Rasmussen,Trailhead,2023-06-29,Reno,NV,ST008
C03430,Priya Ellery,Summit,2021-10-30,Coeur d'Alene,ID,ST004
C03431,Elena Kowalski,None,2022-05-21,Missoula,MT,ST014
C03432,Diego Delacroix,None,2023-02-12,Bend,OR,ST004
C03433,Otto Halvorsen,None,2024-06-30,Bend,OR,ST010
C03434,Beatrix Ashworth,Trailhead,2022-07-22,Boise,ID,ST012
C03435,Elias Delacroix,Trailhead,2023-02-14,Spokane,WA,ST003
C03436,Beatrix Pemberton,None,2020-06-21,Missoula,MT,ST004
C03437,Beatrix Marchetti,None,2022-02-06,Fort Collins,CO,ST001
C03438,Amara Hollis,None,2023-07-21,Portland,OR,ST003
C03439,Lucian Zielinski,Alpine,2021-12-17,Bozeman,MT,ST009
C03440,Theo Halvorsen,None,2023-04-09,Boulder,CO,ST016
C03441,Noor Rasmussen,Trailhead,2021-02-19,Park City,UT,ST014
C03442,Saskia Yardley,None,2023-06-13,Bozeman,MT,ST015
C03443,Felix Ashworth,None,2022-11-08,Fort Collins,CO,ST008
C03444,Hugo Wexford,Trailhead,2024-09-17,Portland,OR,ST014
C03445,Greta Grimshaw,Trailhead,2024-01-13,Park City,UT,ST013
C03446,Beatrix Grimshaw,Alpine,2024-07-29,Spokane,WA,ST016
C03447,Marcus Halvorsen,Alpine,2024-06-22,Spokane,WA,ST007
C03448,Felix Ibarra,None,2021-11-28,Reno,NV,ST013
C03449,Imani Hollis,None,2020-02-13,Reno,NV,ST014
C03450,Hugo Lindqvist,Trailhead,2021-06-24,Missoula,MT,ST001
C03451,Sana Zielinski,Trailhead,2021-04-20,Boise,ID,ST007
C03452,Noor Delacroix,None,2023-11-28,Bend,OR,ST001
C03453,Priya Thorne,Trailhead,2021-08-19,Denver,CO,ST008
C03454,Amara Ashworth,Trailhead,2020-10-24,Park City,UT,ST002
C03455,Nadia Delacroix,None,2021-05-08,Eugene,OR,ST001
C03456,Greta Ashworth,None,2024-04-05,Bozeman,MT,ST011
C03457,Marcus Kowalski,None,2022-06-17,Boise,ID,ST011
C03458,Rosa Farrow,Trailhead,2022-03-08,Salt Lake City,UT,ST017
C03459,Callum Ferreira,Trailhead,2024-03-16,Salt Lake City,UT,ST004
C03460,Amara Hollis,Summit,2021-04-19,Coeur d'Alene,ID,ST012
C03461,Theo Nakamura,None,2020-02-19,Denver,CO,ST017
C03462,Tobias Okonkwo,Trailhead,2023-08-09,Fort Collins,CO,ST005
C03463,Tobias Ibarra,Summit,2022-09-27,Missoula,MT,ST014
C03464,Sana Ashworth,None,2022-10-04,Boulder,CO,ST007
C03465,Noor Hollis,Trailhead,2020-10-21,Fort Collins,CO,ST007
C03466,Saskia Hollis,None,2020-11-29,Denver,CO,ST012
C03467,Mateo Ellery,Alpine,2021-09-05,Salt Lake City,UT,ST002
C03468,Theo Vasquez,None,2022-03-24,Salt Lake City,UT,ST015
C03469,Diego Hollis,None,2023-10-01,Bozeman,MT,ST002
C03470,Mateo Vasquez,Trailhead,2020-05-17,Coeur d'Alene,ID,ST006
C03471,Mateo Ellery,None,2021-09-27,Fort Collins,CO,ST016
C03472,Lucian Pemberton,None,2024-03-16,Salt Lake City,UT,ST008
C03473,Lucian Yardley,Summit,2020-07-14,Spokane,WA,ST017
C03474,Lucian Nakamura,Trailhead,2023-10-10,Denver,CO,ST007
C03475,Callum Yardley,Alpine,2021-11-10,Eugene,OR,ST001
C03476,Elena Pemberton,Trailhead,2022-10-04,Flagstaff,AZ,ST012
C03477,Ravi Kowalski,Summit,2021-03-31,Bend,OR,ST009
C03478,Priya Lindqvist,Trailhead,2023-01-29,Bend,OR,ST016
C03479,Leila Kowalski,Summit,2021-02-10,Fort Collins,CO,ST009
C03480,Amara Thorne,None,2022-08-17,Park City,UT,ST008
C03481,Elena Sandoval,None,2024-02-21,Reno,NV,ST004
C03482,Sana Thorne,None,2021-06-23,Salt Lake City,UT,ST015
C03483,Freya Nakamura,None,2022-07-24,Missoula,MT,ST005
C03484,Leila Thorne,Trailhead,2022-08-21,Missoula,MT,ST012
C03485,Callum Marchetti,None,2022-07-10,Bozeman,MT,ST004
C03486,Tobias Farrow,Trailhead,2024-09-11,Coeur d'Alene,ID,ST011
C03487,Emrys Whitfield,Summit,2023-07-04,Bend,OR,ST003
C03488,Marcus Hollis,None,2020-12-22,Tacoma,WA,ST004
C03489,Diego Sandoval,Trailhead,2022-05-26,Boulder,CO,ST006
C03490,Leila Sandoval,None,2021-03-26,Missoula,MT,ST015
C03491,Priya Wexford,Summit,2024-02-03,Boulder,CO,ST007
C03492,Marcus Nakamura,Trailhead,2024-08-24,Coeur d'Alene,ID,ST018
C03493,Emrys Lindqvist,Trailhead,2020-09-05,Flagstaff,AZ,ST005
C03494,Diego Vasquez,Summit,2020-11-13,Tacoma,WA,ST012
C03495,Mateo Hollis,Summit,2021-10-28,Fort Collins,CO,ST003
C03496,Callum Grimshaw,None,2024-02-01,Portland,OR,ST011
C03497,Callum Ellery,None,2023-10-22,Seattle,WA,ST007
C03498,Rosa Hollis,Trailhead,2024-06-20,Eugene,OR,ST011
C03499,Emrys Sandoval,Summit,2022-06-07,Boise,ID,ST012
C03500,Alina Yardley,Trailhead,2021-11-26,Eugene,OR,ST005
C03501,Ravi Farrow,Trailhead,2021-08-16,Missoula,MT,ST006
C03502,Greta Ashworth,Summit,2020-03-20,Boise,ID,ST003
C03503,Soren Barros,Trailhead,2023-01-26,Coeur d'Alene,ID,ST012
C03504,Ravi Hollis,Summit,2021-05-08,Eugene,OR,ST004
C03505,Mateo Farrow,None,2024-11-30,Flagstaff,AZ,ST012
C03506,Callum Ibarra,Trailhead,2022-11-19,Boulder,CO,ST013
C03507,Rosa Kowalski,None,2023-08-12,Spokane,WA,ST017
C03508,Hugo Kowalski,Summit,2023-12-21,Bozeman,MT,ST018
C03509,Noor Ashworth,None,2020-02-16,Coeur d'Alene,ID,ST012
C03510,Elena Zielinski,Summit,2022-05-25,Seattle,WA,ST005
C03511,Saskia Okonkwo,None,2022-05-03,Coeur d'Alene,ID,ST006
C03512,Diego Lindqvist,Trailhead,2023-10-27,Tacoma,WA,ST005
C03513,Alina Ferreira,None,2022-04-20,Missoula,MT,ST012
C03514,Greta Marchetti,None,2024-02-21,Reno,NV,ST010
C03515,Elias Ferreira,Alpine,2021-08-01,Sacramento,CA,ST015
C03516,Ravi Marchetti,Trailhead,2024-04-07,Boulder,CO,ST010
C03517,Soren Kowalski,None,2020-06-09,Sacramento,CA,ST016
C03518,Marcus Ashworth,Trailhead,2022-12-02,Tacoma,WA,ST018
C03519,Saskia Ellery,Alpine,2023-03-04,Portland,OR,ST016
C03520,Otto Grimshaw,Trailhead,2020-10-21,Boulder,CO,ST011
C03521,Lucian Thorne,None,2020-02-19,Fort Collins,CO,ST001
C03522,Beatrix Vasquez,Trailhead,2023-03-20,Bend,OR,ST006
C03523,Marcus Grimshaw,Summit,2020-07-03,Denver,CO,ST006
C03524,Emrys Zielinski,None,2023-11-23,Bozeman,MT,ST018
C03525,Leila Zielinski,Summit,2022-02-01,Missoula,MT,ST007
C03526,Marcus Thorne,Trailhead,2021-12-22,Reno,NV,ST003
C03527,Marcus Lindqvist,None,2021-07-29,Boulder,CO,ST002
C03528,Elias Yardley,Summit,2021-07-28,Bend,OR,ST009
C03529,Emrys Marchetti,None,2020-04-18,Portland,OR,ST007
C03530,Emrys Hollis,Summit,2024-05-15,Spokane,WA,ST006
C03531,Otto Ibarra,Trailhead,2020-06-20,Boise,ID,ST009
C03532,Elias Zielinski,Summit,2021-01-23,Tacoma,WA,ST002
C03533,Theo Hollis,Summit,2020-07-04,Reno,NV,ST004
C03534,Sana Sandoval,None,2024-09-27,Bend,OR,ST006
C03535,Elena Grimshaw,None,2024-10-17,Tacoma,WA,ST012
C03536,Callum Farrow,None,2023-07-03,Coeur d'Alene,ID,ST011
C03537,Freya Ibarra,None,2024-11-19,Park City,UT,ST007
C03538,Saskia Ashworth,Trailhead,2020-09-26,Coeur d'Alene,ID,ST009
C03539,Kenji Thorne,None,2023-06-13,Spokane,WA,ST016
C03540,Freya Ibarra,None,2020-02-12,Boulder,CO,ST006
C03541,Callum Barros,Summit,2020-03-11,Park City,UT,ST005
C03542,Tobias Wexford,Summit,2021-02-21,Portland,OR,ST002
C03543,Imani Lindqvist,Trailhead,2022-11-27,Portland,OR,ST017
C03544,Nadia Ashworth,None,2024-12-26,Park City,UT,ST005
C03545,Yara Hollis,Trailhead,2022-02-27,Coeur d'Alene,ID,ST002
C03546,Yara Pemberton,Summit,2023-02-10,Tacoma,WA,ST010
C03547,Sana Farrow,None,2022-04-15,Fort Collins,CO,ST007
C03548,Callum Delacroix,Trailhead,2024-08-14,Park City,UT,ST006
C03549,Marcus Ellery,Summit,2022-05-03,Bozeman,MT,ST004
C03550,Lucian Kowalski,None,2024-07-07,Fort Collins,CO,ST016
C03551,Beatrix Marchetti,None,2023-01-18,Eugene,OR,ST006
C03552,Priya Barros,Trailhead,2020-05-01,Denver,CO,ST002
C03553,Noor Delacroix,Trailhead,2024-12-28,Seattle,WA,ST016
C03554,Rosa Ellery,None,2024-04-10,Denver,CO,ST005
C03555,Hugo Yardley,None,2020-05-28,Fort Collins,CO,ST005
C03556,Sana Halvorsen,Trailhead,2022-05-22,Portland,OR,ST002
C03557,Emrys Sandoval,Trailhead,2023-02-07,Boulder,CO,ST003
C03558,Callum Barros,None,2024-10-14,Boulder,CO,ST001
C03559,Lucian Thorne,Trailhead,2022-08-28,Tacoma,WA,ST007
C03560,Elias Yardley,Trailhead,2020-11-25,Missoula,MT,ST012
C03561,Ravi Ellery,Trailhead,2020-10-15,Sacramento,CA,ST011
C03562,Elena Nakamura,None,2020-03-25,Missoula,MT,ST009
C03563,Lucian Lindqvist,Trailhead,2021-10-19,Seattle,WA,ST012
C03564,Priya Okonkwo,Summit,2022-03-15,Sacramento,CA,ST017
C03565,Theo Zielinski,Trailhead,2024-10-05,Tacoma,WA,ST017
C03566,Saskia Ellery,Trailhead,2022-04-01,Park City,UT,ST006
C03567,Alina Whitfield,Alpine,2022-06-12,Eugene,OR,ST003
C03568,Theo Kowalski,Trailhead,2024-11-25,Bozeman,MT,ST007
C03569,Nadia Okonkwo,Trailhead,2022-07-28,Spokane,WA,ST012
C03570,Noor Ellery,None,2023-11-15,Fort Collins,CO,ST005
C03571,Priya Sandoval,None,2020-04-02,Denver,CO,ST010
C03572,Yara Barros,None,2022-07-03,Spokane,WA,ST010
C03573,Diego Sandoval,Trailhead,2020-04-26,Eugene,OR,ST018
C03574,Amara Ellery,None,2023-12-22,Park City,UT,ST018
C03575,Nadia Whitfield,Trailhead,2022-01-18,Eugene,OR,ST012
C03576,Kenji Okonkwo,None,2021-11-18,Seattle,WA,ST004
C03577,Noor Farrow,Trailhead,2020-02-21,Eugene,OR,ST015
C03578,Hugo Okonkwo,None,2024-07-05,Coeur d'Alene,ID,ST011
C03579,Yara Whitfield,Trailhead,2020-12-07,Boise,ID,ST001
C03580,Amara Wexford,Trailhead,2024-02-21,Flagstaff,AZ,ST013
C03581,Imani Pemberton,None,2020-04-05,Seattle,WA,ST002
C03582,Otto Ferreira,Alpine,2024-03-12,Boulder,CO,ST005
C03583,Amara Halvorsen,None,2023-11-30,Eugene,OR,ST012
C03584,Nadia Rasmussen,None,2024-07-06,Salt Lake City,UT,ST005
C03585,Ravi Zielinski,Trailhead,2020-08-03,Denver,CO,ST017
C03586,Sana Pemberton,Summit,2022-05-26,Fort Collins,CO,ST009
C03587,Felix Grimshaw,None,2022-08-28,Reno,NV,ST011
C03588,Otto Ashworth,Alpine,2023-11-16,Coeur d'Alene,ID,ST017
C03589,Hugo Thorne,None,2024-12-16,Tacoma,WA,ST018
